"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"2740","Punjab","Construction of boundary walls of existing public and community buildings","WS/MP235/2025-2026/267405","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","17-Jul-2026","Kali Ram Ved Parkash","Payment Success","72000"
"2741","Punjab","Construction of boundary walls of existing public and community buildings","WS/MP235/2025-2026/267405","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","25-Mar-2026","Kali Ram Ved Parkash","Payment Success","72000"
"2742","Punjab","Construction of boundary walls of existing public and community buildings","WS/MP235/2025-2026/267405","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","25-Mar-2026","Kali Ram Ved Parkash","Payment Success","72000"
"2743","Punjab","Construction of boundary walls of existing public and community buildings","WS/MP235/2025-2026/267405","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","17-Mar-2026","Kali Ram Ved Parkash","Payment Success","19200"
"2744","Punjab","Construction of boundary walls of existing public and community buildings","WS/MP235/2025-2026/267405","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","17-Mar-2026","Kali Ram Ved Parkash","Payment Success","68000"
"2745","Punjab","Construction of boundary walls of existing public and community buildings","WS/MP235/2025-2026/267405","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","17-Mar-2026","Kali Ram Ved Parkash","Payment Success","68000"
"2746","Punjab","Construction of boundary walls of existing public and community buildings","WS/MP235/2025-2026/267405","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","13-Mar-2026","Kali Ram Ved Parkash","Payment Success","68000"
"2747","Punjab","Construction of boundary walls of existing public and community buildings","WS/MP235/2025-2026/267405","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","13-Mar-2026","Kali Ram Ved Parkash","Payment Success","68000"
"2748","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18387/2025-2026/258794","Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA)","Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030)","Elected MP","18-May-2026","DHARMENDRA KUMAR RAO","Payment Success","672264"
"2749","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18387/2025-2026/258794","Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA)","Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030)","Elected MP","25-Jun-2026","DHARMENDRA KUMAR RAO","Payment Success","226919"
"2750","Rajasthan","Construction of public libraries and reading rooms","WS/MP147/2024-2025/132889","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","Shri Pramod Tiwari (2022-28) (2022-2028)","Elected MP","27-Feb-2026","SHABBIR MOHAMMED LUHAR","Payment Success","763222"
"2751","Rajasthan","Construction of public libraries and reading rooms","WS/MP147/2024-2025/132889","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","Shri Pramod Tiwari (2022-28) (2022-2028)","Elected MP","27-Feb-2026","SHABBIR MOHAMMED LUHAR","Payment Success","670573"
"2752","Rajasthan","Construction of common work sheds/ common covered sitting area","WS/MP147/2025-2026/204846","SIKAR(DISTRICT COLLECTOR SIKAR_IDA)","Shri Pramod Tiwari (2022-28) (2022-2028)","Elected MP","05-Mar-2026","KHYALIA BULLDERS","Payment Success","609279"
"2753","Rajasthan","Construction of common work sheds/ common covered sitting area","WS/MP147/2025-2026/204846","SIKAR(DISTRICT COLLECTOR SIKAR_IDA)","Shri Pramod Tiwari (2022-28) (2022-2028)","Elected MP","10-Apr-2026","KHYALIA BULLDERS","Payment Success","872584"
"2754","Rajasthan","Construction of community centers and community halls","WS/MP148/2024-2025/160658","SIKAR(DISTRICT COLLECTOR SIKAR_IDA)","Shri Randeep Singh Surjewala (2022-28) (2022-2028)","Elected MP","10-Mar-2026","PD ENGINEERS","Payment Success","906423"
"2755","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP842/2025-2026/135698","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Smt. P. T. Usha (2022-28) (2022-2028)","Nominated MP","28-Feb-2026","SINEESH NT","Payment Success","1114313"
"2756","Kerala","Purchase of vans and buses for educational institutions","WS/MP102/2025-2026/207612","IDUKKI(DISTRICT COLLECTOR IDUKKI_IDA)","Smt. Jebi Mather Hisham (2022-28) (2022-2028)","Elected MP","03-Mar-2026","HEADMASTER UPPUTHODE","Payment Success","101000"
"2757","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP842/2026-2027/206378","KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA)","Smt. P. T. Usha (2022-28) (2022-2028)","Nominated MP","17-Jul-2026","SATHEESAN N","Payment Success","918028"
"2758","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP096/2024-2025/145600","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Shri Abdul Wahab (2021-27) (2021-2027)","Elected MP","05-Mar-2026","RAHINA MADASSERY","Payment Success","366609"
"2759","Rajasthan","Construction of bus-sheds or bus-stops","WS/MP18298/2025-2026/173980","PALI(DISTRICT COLLECTOR PALI_IDA)","Shri Madan Rathore (2024-30) (2024-2030)","Elected MP","16-Apr-2026","ASHAPURA CONTRACTOR KOLIWARA","Payment Success","52000"
"2760","Rajasthan","Construction of bus-sheds or bus-stops","WS/MP18298/2025-2026/173974","PALI(DISTRICT COLLECTOR PALI_IDA)","Shri Madan Rathore (2024-30) (2024-2030)","Elected MP","27-Feb-2026","ASHAPURA CONTRACTOR KOLIWARA","Payment Success","200000"
"2761","Uttar Pradesh","Construction of culverts and bridges","WS/MP019/2025-2026/165026","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Shri Hardeep Singh Puri (2020-26) (2020-2026)","Elected MP","28-Feb-2026","DURGA BHUSHAN ENTERPRISE","Payment Success","600080"
"2762","Uttar Pradesh","Construction of culverts and bridges","WS/MP019/2025-2026/165026","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Shri Hardeep Singh Puri (2020-26) (2020-2026)","Elected MP","10-Apr-2026","DURGA BHUSHAN ENTERPRISE","Payment Success","137379"
"2763","Uttar Pradesh","Construction of culverts and bridges","WS/MP019/2025-2026/165026","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Shri Hardeep Singh Puri (2020-26) (2020-2026)","Elected MP","18-Jun-2026","DURGA BHUSHAN ENTERPRISE","Payment Success","249044"
"2764","Uttar Pradesh","Installing community drinking water plants","WS/MP019/2025-2026/249251","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Shri Hardeep Singh Puri (2020-26) (2020-2026)","Elected MP","18-Jun-2026","DURGA BHUSHAN ENTERPRISE","Payment Success","234310"
"2765","Assam","Construction of buildings for community cultural activities","WS/MP831/2024-2025/132587","UDALGURI(DEPUTY COMMISSIONER Udalguri_IDA)","Shri Rwngwra Narzary (2022-28) (2022-2028)","Elected MP","18-Feb-2026","Sonasri Boro","Payment Success","793843"
"2766","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP106/2025-2026/227572","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","27-Feb-2026","DEEPCHAND YADAV","Payment Success","100000"
"2767","West Bengal","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18383/2025-2026/224698","Malda(DISTRICT MAGISTRATE MALDA_IDA)","Shri Samik Bhattacharya (2024-30) (2024-2030)","Elected MP","27-Mar-2026","PSBB ENTERPRISE","Payment Success","997849"
"2768","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18297/2025-2026/253159","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Shri Balyogi Umeshnath (2024-30) (2024-2030)","Elected MP","19-Feb-2026","Gp Nagprua","Payment Success","600000"
"2769","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18297/2025-2026/253159","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Shri Balyogi Umeshnath (2024-30) (2024-2030)","Elected MP","15-Jun-2026","Gp Nagprua","Payment Success","400000"
"2770","Uttar Pradesh","Construction of stadiums","WS/MP196/2025-2026/227628","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Shri Brij Lal (2020-26) (2020-2026)","Elected MP","24-Feb-2026","JAI MAA VAISHNO COMPANY","Payment Success","782222"
"2771","Uttar Pradesh","Lighting of public spaces","WS/MP019/2025-2026/248768","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Shri Hardeep Singh Puri (2020-26) (2020-2026)","Elected MP","24-Feb-2026","MS VIRATCONSTRUCTION","Payment Success","284380"
"2772","Uttar Pradesh","Lighting of public spaces","WS/MP019/2025-2026/248768","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Shri Hardeep Singh Puri (2020-26) (2020-2026)","Elected MP","19-Jun-2026","MS VIRATCONSTRUCTION","Payment Success","187384"
"2773","Uttar Pradesh","Lighting of public spaces","WS/MP019/2025-2026/248770","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Shri Hardeep Singh Puri (2020-26) (2020-2026)","Elected MP","24-Feb-2026","MS VIRATCONSTRUCTION","Payment Success","284380"
"2774","Uttar Pradesh","Lighting of public spaces","WS/MP019/2025-2026/248770","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Shri Hardeep Singh Puri (2020-26) (2020-2026)","Elected MP","19-Jun-2026","MS VIRATCONSTRUCTION","Payment Success","187384"
"2775","Nagaland","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP233/2025-2026/251266","TUENSANG(Deputy Commissioner Tuensang_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","02-Mar-2026","Yemshangmongba","Payment Success","1500000"
"2776","Chandigarh","Construction of additional rooms and halls in the existing public and community building","WS/MP18365/2025-2026/206910","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Shri Satnam Singh Sandhu (2024-30) (2024-2030)","Nominated MP","20-May-2026","Shivin Construction and Co","Payment Success","485779"
"2777","Chandigarh","Construction of additional rooms and halls in the existing public and community building","WS/MP18365/2025-2026/206910","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Shri Satnam Singh Sandhu (2024-30) (2024-2030)","Nominated MP","20-May-2026","Shivin Construction and Co","Payment Success","485990"
"2778","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18334/2025-2026/200334","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","24-Feb-2026","PRESIDENT VILLAGE LEVEL WORKS COMMITTEE NOOKINENIPALLI NANDALUR","Payment Success","489979"
"2779","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18334/2025-2026/200333","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","25-Feb-2026","PRESIDENT VILLAGE LEVEL WORKS COMMITTEE NOOKINENIPALLI NANDALUR","Payment Success","489975"
"2780","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18334/2025-2026/200332","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","25-Feb-2026","PRESIDENT VILLAGE LEVEL WORKS COMMITTEE NOOKINENIPALLI NANDALUR","Payment Success","489971"
"2781","Telangana","Construction of community centers and community halls","WS/MP171/2025-2026/208853","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030)","Elected MP","27-Feb-2026","Mahendar Jadhav","Payment Success","245908"
"2782","Telangana","Construction of community centers and community halls","WS/MP171/2025-2026/208853","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030)","Elected MP","29-Jul-2026","Mahendar Jadhav","Payment Success","37967"
"2783","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18298/2025-2026/254938","PALI(DISTRICT COLLECTOR PALI_IDA)","Shri Madan Rathore (2024-30) (2024-2030)","Elected MP","20-Feb-2026","Shri Karni Construction","Payment Success","394702"
"2784","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18298/2025-2026/254938","PALI(DISTRICT COLLECTOR PALI_IDA)","Shri Madan Rathore (2024-30) (2024-2030)","Elected MP","20-Feb-2026","Shri Karni Construction","Payment Success","199722"
"2785","Assam","Construction of community centers and community halls","WS/MP18431/2025-2026/249766","CACHAR(DEPUTY COMMISSIONER CACHAR_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","01-Mar-2026","ABDUL KALAM BARBHUIYA","Payment Success","350619"
"2786","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP147/2025-2026/254798","DAUSA(DISTRICT COLLECTOR DAUSA_IDA)","Shri Pramod Tiwari (2022-28) (2022-2028)","Elected MP","26-Feb-2026","VIMLA DEVI","Payment Success","3705"
"2787","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP146/2025-2026/268871","DAUSA(DISTRICT COLLECTOR DAUSA_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","19-May-2026","VIMLA DEVI","Payment Success","3705"
"2788","Gujarat","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18403/2025-2026/196867","MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","17-Jun-2026","Motidau Gram Panchayat","Payment Success","300000"
"2789","Punjab","Development of playfields and sports grounds","WS/MP235/2025-2026/263608","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","09-Mar-2026","Thind Cemet store","Payment Success","21000"
"2790","Punjab","Development of playfields and sports grounds","WS/MP235/2025-2026/263608","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","09-Mar-2026","Thind Cemet store","Payment Success","4200"
"2791","Punjab","Development of playfields and sports grounds","WS/MP235/2025-2026/263608","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","09-Mar-2026","Thind Cemet store","Payment Success","17500"
"2792","Punjab","Development of playfields and sports grounds","WS/MP235/2025-2026/263608","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","09-Mar-2026","Thind Cemet store","Payment Success","17500"
"2793","Punjab","Development of playfields and sports grounds","WS/MP235/2025-2026/263608","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","09-Mar-2026","Thind Cemet store","Payment Success","21000"
"2794","Punjab","Development of playfields and sports grounds","WS/MP235/2025-2026/263608","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","09-Mar-2026","Thind Cemet store","Payment Success","50700"
"2795","Punjab","Development of playfields and sports grounds","WS/MP235/2025-2026/263608","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","09-Mar-2026","Thind Cemet store","Payment Success","58500"
"2796","Punjab","Installing tube-wells and borewells","WS/MP235/2025-2026/263609","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","09-Mar-2026","Thind Cemet store","Payment Success","164250"
"2797","Punjab","Installing tube-wells and borewells","WS/MP235/2025-2026/263609","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","09-Mar-2026","Thind Cemet store","Payment Success","35750"
"2798","Himachal Pradesh","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP18304/2025-2026/196106","MANDI(DEPUTY COMMISSIONER MANDI_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","11-Feb-2026","Kishori Lal","Payment Success","400000"
"2799","Punjab","Development of playfields and sports grounds","WS/MP235/2025-2026/263608","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","14-May-2026","Luxmi Entt udyog","Payment Success","144500"
"2800","Punjab","Development of playfields and sports grounds","WS/MP235/2025-2026/263608","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","11-Feb-2026","Luxmi Entt udyog","Payment Success","40300"
"2801","Punjab","Development of playfields and sports grounds","WS/MP235/2025-2026/263608","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","11-Feb-2026","Luxmi Entt udyog","Payment Success","42160"
"2802","Punjab","Development of playfields and sports grounds","WS/MP235/2025-2026/263608","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","11-Feb-2026","Luxmi Entt udyog","Payment Success","41540"
"2803","Punjab","Development of playfields and sports grounds","WS/MP235/2025-2026/263608","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","11-Feb-2026","Luxmi Entt udyog","Payment Success","40300"
