"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"3931","Nagaland","Providing sports equipment, except consumable items","WS/MP233/2025-2026/250935","Chumoukedima(Deputy Commissioner Chumoukedima_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","17-Jan-2026","Medochuzo Medoze","Payment Success","400000"
"3932","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18292/2025-2026/160427","NANDED(DISTRICT COLLECTOR NANDED_IDA)","Dr. Ajeet Madhavrao Gopchade (2024-30) (2024-2030)","Elected MP","21-Jan-2026","GRAM PANCHAYAT SULTANPUR TQ BILOLI","Payment Success","494294"
"3933","Nagaland","Purchase of vehicles for mobile libraries","WS/MP233/2025-2026/248292","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","17-Jan-2026","S Manlip Konyak","Payment Success","1000000"
"3934","Punjab","Construction of culverts and bridges","WS/MP235/2025-2026/244111","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","04-Feb-2026","Jashanpreet Singh","Payment Success","375644"
"3935","Punjab","Construction of culverts and bridges","WS/MP235/2025-2026/244111","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","24-Feb-2026","Jashanpreet Singh","Payment Success","948837"
"3936","Punjab","Construction of culverts and bridges","WS/MP235/2025-2026/244111","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","27-Mar-2026","Jashanpreet Singh","Payment Success","1267181"
"3937","Punjab","Construction of culverts and bridges","WS/MP235/2025-2026/244111","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","10-Aug-2026","Jashanpreet Singh","Payment Success","410654"
"3938","Chandigarh","Providing drains and gutters for public drainage","WS/MP18365/2025-2026/191964","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Shri Satnam Singh Sandhu (2024-30) (2024-2030)","Nominated MP","17-Apr-2026","Arora Iron Store","Payment Success","47745"
"3939","Chandigarh","Providing drains and gutters for public drainage","WS/MP18365/2025-2026/191964","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Shri Satnam Singh Sandhu (2024-30) (2024-2030)","Nominated MP","16-Jan-2026","Arora Iron Store","Payment Success","25100"
"3940","Chandigarh","Providing drains and gutters for public drainage","WS/MP18365/2025-2026/191964","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Shri Satnam Singh Sandhu (2024-30) (2024-2030)","Nominated MP","16-Jan-2026","Arora Iron Store","Payment Success","28600"
"3941","Chandigarh","Providing drains and gutters for public drainage","WS/MP18365/2025-2026/191964","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Shri Satnam Singh Sandhu (2024-30) (2024-2030)","Nominated MP","04-Feb-2026","Arora Iron Store","Payment Success","48100"
"3942","Punjab","Construction of community centers and community halls","WS/MP235/2026-2027/299131","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","06-Aug-2026","Arora Iron Store","Payment Success","159477"
"3943","Punjab","Construction of community centers and community halls","WS/MP235/2026-2027/299131","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","06-Aug-2026","Arora Iron Store","Payment Success","150419"
"3944","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18294/2025-2026/229166","GONDIA(DISTRICT COLLECTOR GONDIA_IDA)","Shri Praful Patel (2024-30) (2024-2030)","Elected MP","22-Jan-2026","ARVIND CHUNNILALA MESHRAM","Payment Success","995869"
"3945","Madhya Pradesh","Providing sports equipment, except consumable items","WS/MP18316/2025-2026/196399","NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA)","Smt. Maya Naroliya (2024-30) (2024-2030)","Elected MP","15-Jun-2026","Hira musical and Sports","Payment Success","218931"
"3946","Madhya Pradesh","Providing sports equipment, except consumable items","WS/MP18316/2025-2026/196401","NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA)","Smt. Maya Naroliya (2024-30) (2024-2030)","Elected MP","15-Jun-2026","Hira musical and Sports","Payment Success","218931"
"3947","Madhya Pradesh","Providing sports equipment, except consumable items","WS/MP18316/2025-2026/196398","NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA)","Smt. Maya Naroliya (2024-30) (2024-2030)","Elected MP","15-Jun-2026","Hira musical and Sports","Payment Success","218931"
"3948","Madhya Pradesh","Providing sports equipment, except consumable items","WS/MP18316/2025-2026/196400","NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA)","Smt. Maya Naroliya (2024-30) (2024-2030)","Elected MP","12-Jun-2026","Hira musical and Sports","Payment Success","218931"
"3949","Gujarat","Construction of toilet blocks","WS/MP892/2024-2025/141907","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","07-Jan-2026","DHANJAY GAJANANDBHAI SHAH","Payment Success","232666"
"3950","Gujarat","Construction of toilet blocks","WS/MP892/2024-2025/141910","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","07-Jan-2026","DHANJAY GAJANANDBHAI SHAH","Payment Success","280219"
"3951","Gujarat","Construction of toilet blocks","WS/MP892/2024-2025/141904","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","07-Jan-2026","DHANJAY GAJANANDBHAI SHAH","Payment Success","280219"
"3952","Gujarat","Construction of toilet blocks","WS/MP892/2024-2025/141909","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","07-Jan-2026","DHANJAY GAJANANDBHAI SHAH","Payment Success","232666"
"3953","Gujarat","Construction of toilet blocks","WS/MP892/2024-2025/141903","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","07-Jan-2026","DHANJAY GAJANANDBHAI SHAH","Payment Success","232666"
"3954","West Bengal","Construction of rooms and halls in school and colleges","WS/MP18383/2025-2026/164706","Malda(DISTRICT MAGISTRATE MALDA_IDA)","Shri Samik Bhattacharya (2024-30) (2024-2030)","Elected MP","16-Jan-2026","SABITA MANDAL","Payment Success","1265779"
"3955","West Bengal","Construction of rooms and halls in school and colleges","WS/MP18383/2025-2026/164706","Malda(DISTRICT MAGISTRATE MALDA_IDA)","Shri Samik Bhattacharya (2024-30) (2024-2030)","Elected MP","20-Mar-2026","SABITA MANDAL","Payment Success","1725542"
"3956","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP202/2025-2026/192953","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","17-Dec-2025","MS Ajay Kumar jaiswal","Payment Success","1600960"
"3957","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP202/2025-2026/192954","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","21-Feb-2026","MS Ajay Kumar jaiswal","Payment Success","982206"
"3958","Uttar Pradesh","Construction of toilet blocks","WS/MP202/2025-2026/208580","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","07-Apr-2026","MS Ajay Kumar jaiswal","Payment Success","701608"
"3959","Andhra Pradesh","Providing drains and gutters for public drainage","WS/MP18428/2025-2026/200665","Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA)","Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028)","Elected MP","10-Jan-2026","Kamineni Sreedhar","Payment Success","389916"
"3960","Madhya Pradesh","Construction of community centers and community halls","WS/MP18297/2025-2026/247478","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Shri Balyogi Umeshnath (2024-30) (2024-2030)","Elected MP","02-Jan-2026","GP BAGHERA","Payment Success","480000"
"3961","Madhya Pradesh","Construction of community centers and community halls","WS/MP18297/2025-2026/247478","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Shri Balyogi Umeshnath (2024-30) (2024-2030)","Elected MP","09-Apr-2026","GP BAGHERA","Payment Success","320000"
"3962","Andhra Pradesh","Providing drains and gutters for public drainage","WS/MP18428/2025-2026/200664","Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA)","Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028)","Elected MP","12-Jan-2026","Rapur Chandra Sekhar","Payment Success","329900"
"3963","West Bengal","Construction of public libraries and reading rooms","WS/MP18383/2025-2026/162664","MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA)","Shri Samik Bhattacharya (2024-30) (2024-2030)","Elected MP","11-Dec-2025","MAITRA CONSTRUCTION","Payment Success","2361837"
"3964","Punjab","Construction of community centers and community halls","WS/MP843/2025-2026/184546","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Dr. Ashok Kumar Mittal (2022-28) (2022-2028)","Elected MP","28-Dec-2025","Bal Krishan","Payment Success","35000"
"3965","Punjab","Construction of community centers and community halls","WS/MP843/2025-2026/184546","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Dr. Ashok Kumar Mittal (2022-28) (2022-2028)","Elected MP","28-Dec-2025","Bal Krishan","Payment Success","13341"
"3966","Punjab","Construction of community centers and community halls","WS/MP843/2025-2026/184546","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Dr. Ashok Kumar Mittal (2022-28) (2022-2028)","Elected MP","28-Dec-2025","Bal Krishan","Payment Success","22000"
"3967","Himachal Pradesh","Street lights","WS/MP078/2025-2026/201515","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","22-Nov-2025","Gram Panchayat Thari","Payment Success","40000"
"3968","Punjab","Security gates in streets/public place for safety purpose","WS/MP235/2025-2026/244991","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","21-Nov-2025","gps kamal wala","Payment Success","200000"
"3969","Punjab","Installing tube-wells and borewells","WS/MP235/2025-2026/244990","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","21-Nov-2025","gps chakkian","Payment Success","182600"
"3970","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP146/2025-2026/217006","Gangapurcity(DISTRICT COLLECTOR Gangapur City_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","27-Nov-2025","Chotelal","Payment Success","15750"
"3971","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP146/2025-2026/217006","Gangapurcity(DISTRICT COLLECTOR Gangapur City_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","27-Nov-2025","ARCHANA","Payment Success","7410"
"3972","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP146/2025-2026/217006","Gangapurcity(DISTRICT COLLECTOR Gangapur City_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","27-Nov-2025","BHARATLAL","Payment Success","7410"
"3973","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP146/2025-2026/217006","Gangapurcity(DISTRICT COLLECTOR Gangapur City_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","27-Nov-2025","DEEPAK","Payment Success","7410"
"3974","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP146/2025-2026/217007","Gangapurcity(DISTRICT COLLECTOR Gangapur City_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","06-Jan-2026","DEEPAK","Payment Success","3705"
"3975","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP146/2025-2026/217006","Gangapurcity(DISTRICT COLLECTOR Gangapur City_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","06-Jan-2026","DEEPAK","Payment Success","3705"
"3976","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP146/2025-2026/217006","Gangapurcity(DISTRICT COLLECTOR Gangapur City_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","27-Nov-2025","MAMTA DEVI","Payment Success","7410"
"3977","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP146/2025-2026/217006","Gangapurcity(DISTRICT COLLECTOR Gangapur City_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","27-Nov-2025","DINESH","Payment Success","7410"
"3978","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP146/2025-2026/217006","Gangapurcity(DISTRICT COLLECTOR Gangapur City_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","27-Nov-2025","HARIOM","Payment Success","7410"
"3979","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP146/2025-2026/217006","Gangapurcity(DISTRICT COLLECTOR Gangapur City_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","27-Nov-2025","KADYARAM","Payment Success","7410"
"3980","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP146/2025-2026/217006","Gangapurcity(DISTRICT COLLECTOR Gangapur City_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","27-Nov-2025","PAPPU BAIRVA","Payment Success","7410"
"3981","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP146/2025-2026/217006","Gangapurcity(DISTRICT COLLECTOR Gangapur City_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","27-Nov-2025","HARSI BAIRVA","Payment Success","7410"
"3982","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP146/2025-2026/217006","Gangapurcity(DISTRICT COLLECTOR Gangapur City_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","27-Nov-2025","RAVIKANT","Payment Success","7500"
"3983","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP146/2025-2026/217006","Gangapurcity(DISTRICT COLLECTOR Gangapur City_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","27-Nov-2025","RAMESH CHAND","Payment Success","3705"
"3984","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP146/2025-2026/217006","Gangapurcity(DISTRICT COLLECTOR Gangapur City_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","27-Nov-2025","UGANTI","Payment Success","3705"
"3985","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP146/2024-2025/146664","BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","25-Nov-2025","tulsiram","Payment Success","74250"
"3986","Tripura","Construction of rooms and halls in school and colleges","WS/MP18412/2024-2025/152512","West Tripura(DISTRICT MAGISTRATE WEST TRIPURA_IDA)","Shri Rajib Bhattacharjee (2024-28) (2024-2028)","Elected MP","24-Nov-2025","Kishore Kumar Choudhury","Payment Success","1664209"
"3987","Tripura","Construction of rooms and halls in school and colleges","WS/MP18412/2024-2025/152512","West Tripura(DISTRICT MAGISTRATE WEST TRIPURA_IDA)","Shri Rajib Bhattacharjee (2024-28) (2024-2028)","Elected MP","13-Mar-2026","Kishore Kumar Choudhury","Payment Success","821567"
"3988","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP18297/2025-2026/263018","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Shri Balyogi Umeshnath (2024-30) (2024-2030)","Elected MP","26-Feb-2026","GP SUCHAI","Payment Success","400000"
"3989","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP141/2025-2026/227820","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","06-Jan-2026","ARUN SINGH","Payment Success","45520"
"3990","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP141/2025-2026/227820","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","06-Jan-2026","ARUN SINGH","Payment Success","34140"
"3991","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP141/2025-2026/227820","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","31-Jan-2026","ARUN SINGH","Payment Success","24264"
"3992","Punjab","Construction of community centers and community halls","WS/MP141/2025-2026/227817","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","03-Feb-2026","ARUN SINGH","Payment Success","58200"
"3993","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18407/2025-2026/223751","PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA)","Shri Manan Kumar Mishra (2024-28) (2024-2028)","Elected MP","15-Nov-2025","KUMAR SHAMBHU SINGH","Payment Success","794855"
"3994","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18407/2025-2026/223751","PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA)","Shri Manan Kumar Mishra (2024-28) (2024-2028)","Elected MP","15-Dec-2025","KUMAR SHAMBHU SINGH","Payment Success","201071"
"3995","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP148/2024-2025/150630","Balotra(DISTRICT COLLECTOR Balotra_IDA)","Shri Randeep Singh Surjewala (2022-28) (2022-2028)","Elected MP","30-Dec-2025","PAWAN CONSTRUCTION COMPANY","Payment Success","363658"
"3996","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP148/2024-2025/150630","Balotra(DISTRICT COLLECTOR Balotra_IDA)","Shri Randeep Singh Surjewala (2022-28) (2022-2028)","Elected MP","17-Mar-2026","PAWAN CONSTRUCTION COMPANY","Payment Success","533270"
"3997","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP141/2025-2026/227819","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","06-Jan-2026","MS BAL AND  CO","Payment Success","28000"
"3998","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP141/2025-2026/227819","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","06-Jan-2026","MS BAL AND  CO","Payment Success","28000"
"3999","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP141/2025-2026/227819","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","06-Jan-2026","MS BAL AND  CO","Payment Success","28000"
"4000","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP141/2025-2026/227819","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","06-Jan-2026","MS BAL AND  CO","Payment Success","28000"
"4001","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP141/2025-2026/227819","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","06-Jan-2026","MS BAL AND  CO","Payment Success","28000"
"4002","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP141/2025-2026/227819","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","31-Jan-2026","MS BAL AND  CO","Payment Success","35000"
"4003","Punjab","Construction of community centers and community halls","WS/MP141/2025-2026/227817","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","06-Jan-2026","MS BAL AND  CO","Payment Success","21000"
"4004","Punjab","Construction of community centers and community halls","WS/MP141/2025-2026/227817","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","06-Jan-2026","MS BAL AND  CO","Payment Success","21000"
"4005","Punjab","Construction of community centers and community halls","WS/MP141/2025-2026/227817","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","06-Jan-2026","MS BAL AND  CO","Payment Success","28000"
"4006","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP141/2025-2026/227819","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","31-Jan-2026","SOM NATH","Payment Success","111158"
"4007","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP141/2025-2026/227819","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","06-Jan-2026","DS BUILDING MATERIAL","Payment Success","136500"
"4008","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP141/2025-2026/227819","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","02-Feb-2026","DS BUILDING MATERIAL","Payment Success","16500"
"4009","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP141/2025-2026/227820","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","06-Jan-2026","DS BUILDING MATERIAL","Payment Success","75000"
"4010","Punjab","Construction of community centers and community halls","WS/MP141/2025-2026/227817","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","06-Jan-2026","DS BUILDING MATERIAL","Payment Success","71800"
"4011","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP141/2025-2026/227819","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","06-Jan-2026","FAUJI IRON AND CEMENT STORE","Payment Success","30796"
"4012","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP141/2025-2026/227819","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","06-Jan-2026","FAUJI IRON AND CEMENT STORE","Payment Success","29998"
"4013","Uttar Pradesh","Installing hand pumps","WS/MP189/2025-2026/145521","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","17-Nov-2025","DHIRENDRA KUMAR KORI","Payment Success","507810"
"4014","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18304/2025-2026/202998","CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","02-Aug-2025","GP Singi","Payment Success","75000"
"4015","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18304/2025-2026/202997","CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","02-Aug-2025","GP Singi","Payment Success","150000"
"4016","Uttar Pradesh","Installing hand pumps","WS/MP189/2025-2026/145520","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","17-Nov-2025","DHIRENDRA KUMAR KORI","Payment Success","203124"
"4017","Uttar Pradesh","Installing hand pumps","WS/MP189/2025-2026/145523","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","22-Nov-2025","DHIRENDRA KUMAR KORI","Payment Success","406109"
"4018","Uttar Pradesh","Installing hand pumps","WS/MP189/2025-2026/145522","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","17-Nov-2025","DHIRENDRA KUMAR KORI","Payment Success","507810"
"4019","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18317/2025-2026/221978","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","25-May-2026","SHIVSHANKAR RAM","Payment Success","962035"
"4020","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18317/2025-2026/221990","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","13-Apr-2026","SHIVSHANKAR RAM","Payment Success","741757"
"4021","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18317/2025-2026/221980","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","13-Apr-2026","SHIVSHANKAR RAM","Payment Success","762737"
"4022","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18317/2025-2026/166219","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","05-Dec-2025","SHIVSHANKAR RAM","Payment Success","584309"
"4023","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18317/2025-2026/166219","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Mar-2026","SHIVSHANKAR RAM","Payment Success","256115"
"4024","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18317/2025-2026/166218","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","23-Apr-2026","SHIVSHANKAR RAM","Payment Success","541469"
