"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"20199","Punjab","Construction of toilet blocks","WS/MP18158/2025-2026/176957","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI (2024-2029)","Elected MP","01-Dec-2025","BALAJI CEMENT STORE","Payment Success","19500"
"20200","Punjab","Construction of toilet blocks","WS/MP18158/2025-2026/176957","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI (2024-2029)","Elected MP","01-Dec-2025","SHIV SHAKTI BKO","Payment Success","10500"
"20201","Punjab","Construction of toilet blocks","WS/MP18158/2025-2026/176957","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI (2024-2029)","Elected MP","19-Jan-2026","SHIV SHAKTI BKO","Payment Success","12272"
"20202","Punjab","Construction of toilet blocks","WS/MP18158/2025-2026/176957","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI (2024-2029)","Elected MP","15-Nov-2025","SHIV SHAKTI BKO","Payment Success","28000"
"20203","Punjab","Construction of toilet blocks","WS/MP18158/2025-2026/176957","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI (2024-2029)","Elected MP","15-Nov-2025","KARNAIL SINGH","Payment Success","13800"
"20204","West Bengal","Installing tube-wells and borewells","WS/MP18257/2025-2026/183471","Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA)","ABHIJIT GANGOPADHYAY (2024-2029)","Elected MP","11-May-2026","N G ELECTRIC AND PIPE LINE","Payment Success","176215"
"20205","West Bengal","Installing tube-wells and borewells","WS/MP18257/2025-2026/183468","Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA)","ABHIJIT GANGOPADHYAY (2024-2029)","Elected MP","15-Nov-2025","N G ELECTRIC AND PIPE LINE","Payment Success","178774"
"20206","West Bengal","Installing tube-wells and borewells","WS/MP18257/2025-2026/183462","Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA)","ABHIJIT GANGOPADHYAY (2024-2029)","Elected MP","15-Dec-2025","N G ELECTRIC AND PIPE LINE","Payment Success","210795"
"20207","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18167/2024-2025/146742","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","BRIJENDRA SINGH OLA (2024-2029)","Elected MP","24-Nov-2025","SP CONSTRUCTION CO","Payment Success","195189"
"20208","Gujarat","Construction of rainwater harvesting structures","WS/MP575/2025-2026/201905","NAVSARI(DISTRICT COLLECTOR NAVSARI_IDA)","C R Patil (2024-2029)","Elected MP","06-Dec-2025","HEMALKUMAR NAVINBHAI LAD","Payment Success","826875"
"20209","Gujarat","Construction of rainwater harvesting structures","WS/MP575/2025-2026/201925","NAVSARI(DISTRICT COLLECTOR NAVSARI_IDA)","C R Patil (2024-2029)","Elected MP","16-Jan-2026","HEMALKUMAR NAVINBHAI LAD","Payment Success","708750"
"20210","Odisha","Construction of rooms and halls in school and colleges","WS/MP372/2025-2026/210454","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Shri Bhartruhari Mahtab (2024-2029)","Elected MP","09-Mar-2026","MANJULA DASH","Payment Success","628326"
"20211","Uttarakhand","Security gates in streets/public place for safety purpose","WS/MP478/2026-2027/198742","TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA)","Mala Rajya Laxmi Shah  (2024-2029)","Elected MP","09-Jul-2026","GAMBHIR SINGH RANA","Payment Success","600000"
"20212","Tamil Nadu","Construction of buildings for community cultural activities","WS/MP747/2025-2026/141752","VIRUDHUNAGAR(DISTRICT COLLECTOR VIRUDHUNAGAR_IDA)","Manickam Tagore B (2024-2029)","Elected MP","24-Nov-2025","Guruvuthai R","Payment Success","998818"
"20213","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18199/2025-2026/200119","AMBEDKAR NAGAR(DISTRICT MAGISTRATE AMBEDKAR NAGAR_IDA)","LALJI VERMA (2024-2029)","Elected MP","13-May-2026","GK CONSTRUCTION","Payment Success","749873"
"20214","West Bengal","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18257/2025-2026/183356","Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA)","ABHIJIT GANGOPADHYAY (2024-2029)","Elected MP","14-Nov-2025","T Enterprise","Payment Success","324683"
"20215","West Bengal","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18257/2025-2026/183358","Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA)","ABHIJIT GANGOPADHYAY (2024-2029)","Elected MP","14-Nov-2025","T Enterprise","Payment Success","324683"
"20216","West Bengal","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18257/2025-2026/183355","Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA)","ABHIJIT GANGOPADHYAY (2024-2029)","Elected MP","01-Dec-2025","A R Enterprise","Payment Success","348187"
"20217","West Bengal","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18257/2025-2026/249212","Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA)","ABHIJIT GANGOPADHYAY (2024-2029)","Elected MP","22-Jun-2026","A R Enterprise","Payment Success","318293"
"20218","Jammu And Kashmir","Providing sports equipment, except consumable items","WS/MP18379/2025-2026/194619","KUPWARA(Deputy Commissioner Kupwara_IDA)","ABDUL RASHID SHEIKH (2024-2029)","Elected MP","05-Dec-2025","KIRMANI BUILDERS AND SUPPLIERS","Payment Success","98808"
"20219","Jammu And Kashmir","Providing sports equipment, except consumable items","WS/MP18379/2025-2026/194619","KUPWARA(Deputy Commissioner Kupwara_IDA)","ABDUL RASHID SHEIKH (2024-2029)","Elected MP","05-Dec-2025","SUFA ASSOCIATES","Payment Success","101080"
"20220","Jammu And Kashmir","Providing sports equipment, except consumable items","WS/MP18379/2025-2026/194615","KUPWARA(Deputy Commissioner Kupwara_IDA)","ABDUL RASHID SHEIKH (2024-2029)","Elected MP","06-Dec-2025","MS HAMDANI SPORTS GALLERY","Payment Success","151110"
"20221","Jammu And Kashmir","Providing sports equipment, except consumable items","WS/MP18379/2025-2026/194618","KUPWARA(Deputy Commissioner Kupwara_IDA)","ABDUL RASHID SHEIKH (2024-2029)","Elected MP","06-Dec-2025","AAQIB ENTERPRISES","Payment Success","134715"
"20222","Arunachal Pradesh","Installing community drinking water plants","WS/MP313/2025-2026/226002","LOWER DIBANG VALLEY(Deputy Commisioner Lower Dibang Valley_IDA)","Shri Tapir Gao (2024-2029)","Elected MP","27-Nov-2025","Milang Enterprises","Payment Success","1000000"
"20223","Arunachal Pradesh","Providing supply pipelines for drinking water","WS/MP313/2025-2026/189436","LOWER DIBANG VALLEY(Deputy Commisioner Lower Dibang Valley_IDA)","Shri Tapir Gao (2024-2029)","Elected MP","27-Nov-2025","Milang Enterprises","Payment Success","1000000"
"20224","Arunachal Pradesh","Installing community drinking water plants","WS/MP313/2025-2026/226260","LOWER DIBANG VALLEY(Deputy Commisioner Lower Dibang Valley_IDA)","Shri Tapir Gao (2024-2029)","Elected MP","27-Nov-2025","Milang Enterprises","Payment Success","800000"
"20225","Arunachal Pradesh","Installing community drinking water plants","WS/MP313/2025-2026/226262","LOWER DIBANG VALLEY(Deputy Commisioner Lower Dibang Valley_IDA)","Shri Tapir Gao (2024-2029)","Elected MP","27-Nov-2025","Milang Enterprises","Payment Success","500000"
"20226","Uttarakhand","Improvement of electricity distribution infrastructure","WS/MP18415/2025-2026/262467","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","TRIVENDRA SINGH RAWAT (2024-2029)","Elected MP","27-Feb-2026","EEEDD R ROORKEE","Payment Success","229813"
"20227","Uttarakhand","Improvement of electricity distribution infrastructure","WS/MP18415/2025-2026/199872","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","TRIVENDRA SINGH RAWAT (2024-2029)","Elected MP","16-Jan-2026","EEEDD R ROORKEE","Payment Success","147377"
"20228","Uttar Pradesh","Purchase of mobile water tankers","WS/MP18224/2025-2026/220221","KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA)","RAMESH AWASTHI (2024-2029)","Elected MP","18-Nov-2025","Vishwanath Enterprises","Payment Success","2996000"
"20229","Uttar Pradesh","Installing community drinking water plants","WS/MP18224/2025-2026/276463","KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA)","RAMESH AWASTHI (2024-2029)","Elected MP","19-Jun-2026","Vishwanath Enterprises","Payment Success","352942"
"20230","Uttar Pradesh","Installing community drinking water plants","WS/MP18224/2025-2026/276464","KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA)","RAMESH AWASTHI (2024-2029)","Elected MP","19-Jun-2026","Vishwanath Enterprises","Payment Success","353000"
"20231","Uttar Pradesh","Installing community drinking water plants","WS/MP18224/2025-2026/238143","KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA)","RAMESH AWASTHI (2024-2029)","Elected MP","23-Jan-2026","Vishwanath Enterprises","Payment Success","352000"
"20232","Uttar Pradesh","Installing community drinking water plants","WS/MP18224/2025-2026/238145","KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA)","RAMESH AWASTHI (2024-2029)","Elected MP","23-Jan-2026","Vishwanath Enterprises","Payment Success","351583"
"20233","Uttar Pradesh","Installing community drinking water plants","WS/MP18224/2025-2026/238134","KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA)","RAMESH AWASTHI (2024-2029)","Elected MP","23-Jan-2026","Vishwanath Enterprises","Payment Success","352000"
"20234","Uttar Pradesh","Installing community drinking water plants","WS/MP18224/2025-2026/238146","KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA)","RAMESH AWASTHI (2024-2029)","Elected MP","23-Jan-2026","Vishwanath Enterprises","Payment Success","352000"
"20235","Uttar Pradesh","Installing community drinking water plants","WS/MP18224/2025-2026/238152","KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA)","RAMESH AWASTHI (2024-2029)","Elected MP","23-Jan-2026","Vishwanath Enterprises","Payment Success","175000"
"20236","Uttar Pradesh","Installing community drinking water plants","WS/MP18224/2025-2026/238151","KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA)","RAMESH AWASTHI (2024-2029)","Elected MP","23-Jan-2026","Vishwanath Enterprises","Payment Success","175000"
"20237","Uttar Pradesh","Installing community drinking water plants","WS/MP18224/2025-2026/238150","KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA)","RAMESH AWASTHI (2024-2029)","Elected MP","23-Jan-2026","Vishwanath Enterprises","Payment Success","175000"
"20238","Uttar Pradesh","Installing community drinking water plants","WS/MP18224/2025-2026/238149","KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA)","RAMESH AWASTHI (2024-2029)","Elected MP","23-Jan-2026","Vishwanath Enterprises","Payment Success","175000"
"20239","Uttar Pradesh","Installing community drinking water plants","WS/MP18224/2025-2026/238148","KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA)","RAMESH AWASTHI (2024-2029)","Elected MP","23-Jan-2026","Vishwanath Enterprises","Payment Success","175000"
"20240","Uttar Pradesh","Installing community drinking water plants","WS/MP18224/2025-2026/238142","KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA)","RAMESH AWASTHI (2024-2029)","Elected MP","23-Jan-2026","Vishwanath Enterprises","Payment Success","352000"
"20241","Uttar Pradesh","Installing community drinking water plants","WS/MP18224/2025-2026/238132","KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA)","RAMESH AWASTHI (2024-2029)","Elected MP","23-Jan-2026","Vishwanath Enterprises","Payment Success","352000"
"20242","Uttar Pradesh","Installing community drinking water plants","WS/MP18224/2025-2026/238131","KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA)","RAMESH AWASTHI (2024-2029)","Elected MP","23-Jan-2026","Vishwanath Enterprises","Payment Success","351794"
"20243","Uttar Pradesh","Installing community drinking water plants","WS/MP18224/2025-2026/238139","KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA)","RAMESH AWASTHI (2024-2029)","Elected MP","23-Jan-2026","Vishwanath Enterprises","Payment Success","352000"
"20244","Uttar Pradesh","Installing community drinking water plants","WS/MP18224/2025-2026/238138","KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA)","RAMESH AWASTHI (2024-2029)","Elected MP","23-Jan-2026","Vishwanath Enterprises","Payment Success","352000"
"20245","Uttar Pradesh","Installing community drinking water plants","WS/MP18224/2025-2026/238136","KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA)","RAMESH AWASTHI (2024-2029)","Elected MP","23-Jan-2026","Vishwanath Enterprises","Payment Success","351882"
"20246","Uttar Pradesh","Installing community drinking water plants","WS/MP18224/2025-2026/238135","KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA)","RAMESH AWASTHI (2024-2029)","Elected MP","23-Jan-2026","Vishwanath Enterprises","Payment Success","352000"
"20247","Uttar Pradesh","Installing community drinking water plants","WS/MP18224/2025-2026/238137","KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA)","RAMESH AWASTHI (2024-2029)","Elected MP","23-Jan-2026","Vishwanath Enterprises","Payment Success","351742"
"20248","Uttar Pradesh","Installing community drinking water plants","WS/MP18224/2025-2026/238147","KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA)","RAMESH AWASTHI (2024-2029)","Elected MP","23-Jan-2026","Vishwanath Enterprises","Payment Success","175000"
"20249","Uttar Pradesh","Installing community drinking water plants","WS/MP18224/2025-2026/238141","KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA)","RAMESH AWASTHI (2024-2029)","Elected MP","23-Jan-2026","Vishwanath Enterprises","Payment Success","351689"
"20250","Uttar Pradesh","Installing community drinking water plants","WS/MP18224/2025-2026/238140","KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA)","RAMESH AWASTHI (2024-2029)","Elected MP","23-Jan-2026","Vishwanath Enterprises","Payment Success","351882"
"20251","Uttar Pradesh","Installing community drinking water plants","WS/MP18224/2025-2026/238153","KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA)","RAMESH AWASTHI (2024-2029)","Elected MP","23-Jan-2026","Vishwanath Enterprises","Payment Success","175000"
"20252","Uttar Pradesh","Installing community drinking water plants","WS/MP18224/2025-2026/238133","KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA)","RAMESH AWASTHI (2024-2029)","Elected MP","23-Jan-2026","Vishwanath Enterprises","Payment Success","351882"
"20253","Uttar Pradesh","Installing community drinking water plants","WS/MP18224/2025-2026/238130","KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA)","RAMESH AWASTHI (2024-2029)","Elected MP","23-Jan-2026","Vishwanath Enterprises","Payment Success","351637"
"20254","Uttar Pradesh","Installing community drinking water plants","WS/MP18224/2025-2026/276460","KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA)","RAMESH AWASTHI (2024-2029)","Elected MP","15-Jun-2026","Vishwanath Enterprises","Payment Success","176000"
"20255","Uttar Pradesh","Installing community drinking water plants","WS/MP18224/2025-2026/276462","KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA)","RAMESH AWASTHI (2024-2029)","Elected MP","19-Jun-2026","Vishwanath Enterprises","Payment Success","176000"
"20256","Uttar Pradesh","Installing community drinking water plants","WS/MP18224/2025-2026/276461","KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA)","RAMESH AWASTHI (2024-2029)","Elected MP","19-Jun-2026","Vishwanath Enterprises","Payment Success","352837"
"20257","Tamil Nadu","Construction of additional rooms and halls in the existing public and community building","WS/MP740/2025-2026/160944","THE NILGIRIS(DISTRICT COLLECTOR NILGIRIS_IDA)","Andimuthu Raja (2024-2029)","Elected MP","13-Nov-2025","D VINOTH","Payment Success","684523"
"20258","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18324/2025-2026/185901","AMRELI(DISTRICT COLLECTOR AMRELI_IDA)","BHARATBHAI MANUBHAI SUTARIYA (2024-2029)","Elected MP","12-Nov-2025","shree isapar gram panchayat","Payment Success","300000"
"20259","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP654/2025-2026/230682","KATNI(District Collector Katni_IDA)","Smt Himadri Singh (2024-2029)","Elected MP","21-Jan-2026","GRAM KOSH NEGAI","Payment Success","500000"
"20260","Punjab","Construction of community centers and community halls","WS/MP18158/2025-2026/221590","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI (2024-2029)","Elected MP","14-Nov-2025","JASVIR SINGH","Payment Success","50000"
"20261","Punjab","Construction of common work sheds/ common covered sitting area","WS/MP18158/2025-2026/192812","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI (2024-2029)","Elected MP","14-Nov-2025","MS AGGARWAL AND CO","Payment Success","93323"
"20262","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18158/2025-2026/229679","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI (2024-2029)","Elected MP","27-Jan-2026","MS AGGARWAL AND CO","Payment Success","5192"
"20263","Punjab","Lighting of public spaces","WS/MP18158/2025-2026/196390","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI (2024-2029)","Elected MP","24-Nov-2025","MS AGGARWAL AND CO","Payment Success","9994"
"20264","Assam","Construction of boundary walls of existing public and community buildings","WS/MP18021/2025-2026/227394","GOALPARA(Deputy Commissioner Goalpara_IDA)","RAKIBUL HUSSAIN (2024-2029)","Elected MP","17-Nov-2025","Const of Boundary Wall with Iron Gate near Kismatpur Rajhuwa Janaza Math","Payment Success","300000"
"20265","Assam","Construction of boundary walls of existing public and community buildings","WS/MP18021/2025-2026/227394","GOALPARA(Deputy Commissioner Goalpara_IDA)","RAKIBUL HUSSAIN (2024-2029)","Elected MP","18-Jun-2026","Const of Boundary Wall with Iron Gate near Kismatpur Rajhuwa Janaza Math","Payment Success","200000"
"20266","Assam","Construction of rooms and halls in school and colleges","WS/MP18021/2025-2026/234633","GOALPARA(Deputy Commissioner Goalpara_IDA)","RAKIBUL HUSSAIN (2024-2029)","Elected MP","17-Nov-2025","Construction of Science Laboratory Building at Goalpara College","Payment Success","600000"
"20267","Assam","Construction of rooms and halls in school and colleges","WS/MP18021/2025-2026/234633","GOALPARA(Deputy Commissioner Goalpara_IDA)","RAKIBUL HUSSAIN (2024-2029)","Elected MP","30-Dec-2025","Construction of Science Laboratory Building at Goalpara College","Payment Success","200000"
"20268","Assam","Construction of rooms and halls in school and colleges","WS/MP18021/2025-2026/234633","GOALPARA(Deputy Commissioner Goalpara_IDA)","RAKIBUL HUSSAIN (2024-2029)","Elected MP","25-Feb-2026","Construction of Science Laboratory Building at Goalpara College","Payment Success","200000"
"20269","Madhya Pradesh","Installing tube-wells and borewells","WS/MP18104/2025-2026/176928","NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA)","DARSHAN SINGH CHOUDHARY (2024-2029)","Elected MP","20-Feb-2026","OM ENTERPRISES","Payment Success","100000"
"20270","Madhya Pradesh","Installing tube-wells and borewells","WS/MP18104/2025-2026/174719","NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA)","DARSHAN SINGH CHOUDHARY (2024-2029)","Elected MP","20-Feb-2026","OM ENTERPRISES","Payment Success","150000"
"20271","Kerala","Purchase of IT systems, including hardware and software for educational purposes","WS/MP18096/2025-2026/190947","THRISSUR(DISTRICT COLLECTOR THRISSUR_IDA)","SURESH GOPI (2024-2029)","Elected MP","19-Nov-2025","ASHIKA DISTRIBUTORS","Payment Success","242100"
"20272","Kerala","Purchase of IT systems, including hardware and software for educational purposes","WS/MP18096/2025-2026/190947","THRISSUR(DISTRICT COLLECTOR THRISSUR_IDA)","SURESH GOPI (2024-2029)","Elected MP","19-Nov-2025","VISWAS CARE","Payment Success","1644115"
"20273","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP720/2025-2026/189979","CHITTORGARH(DISTRICT COLLECTOR CHITTORGARH_IDA)","Chandra Prakash Joshi (2024-2029)","Elected MP","24-Apr-2026","KRISHNA BRICKS","Payment Success","983854"
"20274","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP360/2025-2026/230939","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Shri Anil Firojiya (2024-2029)","Elected MP","16-Dec-2025","GP TOBRIKHEDA","Payment Success","400000"
"20275","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP360/2025-2026/230939","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Shri Anil Firojiya (2024-2029)","Elected MP","30-Jan-2026","GP TOBRIKHEDA","Payment Success","600000"
"20276","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP360/2025-2026/200847","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Shri Anil Firojiya (2024-2029)","Elected MP","26-Nov-2025","GP MUNDLI","Payment Success","320000"
"20277","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP360/2025-2026/200847","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Shri Anil Firojiya (2024-2029)","Elected MP","12-Mar-2026","GP MUNDLI","Payment Success","480000"
"20278","Andhra Pradesh","Providing drains and gutters for public drainage","WS/MP18014/2024-2025/167510","Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA)","PRABHAKAR REDDY VEMIREDDY (2024-2029)","Elected MP","17-Nov-2025","KETHI KRISHNA REDDY","Payment Success","1074519"
"20279","Maharashtra","Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","WS/MP18121/2024-2025/163230","JALGAON(DISTRICT COLLECTOR JALGAON_IDA)","SMITA UDAY WAGH (2024-2029)","Elected MP","18-Nov-2025","Ch Dnyaneshwar Majoor Sahakari Soc LDT","Payment Success","2490157"
"20280","Meghalaya","Purchase of ambulances (Four, three and two wheelers)","WS/MP18137/2025-2026/233645","RI BHOI(DEPUTY COMMISSIONER RIBHOI NONGPOH_IDA)","ANDREW J. SYNGKON (2024-2029)","Elected MP","20-Nov-2025","Rani Motors","Payment Success","800000"
"20281","Meghalaya","Purchase of ambulances (Four, three and two wheelers)","WS/MP18137/2025-2026/243457","RI BHOI(DEPUTY COMMISSIONER RIBHOI NONGPOH_IDA)","ANDREW J. SYNGKON (2024-2029)","Elected MP","09-Jan-2026","Rani Motors","Payment Success","800000"
"20282","Meghalaya","Purchase of ambulances (Four, three and two wheelers)","WS/MP18137/2025-2026/232365","EAST KHASI HILLS(Deputy Commissioner, East Khasi Hills District)","ANDREW J. SYNGKON (2024-2029)","Elected MP","14-Apr-2026","Rani Motors","Payment Success","800000"
"20283","Karnataka","Construction of community centers and community halls","WS/MP18089/2025-2026/154775","BALLARI(DEPUTY COMMISSIONER BELLARY_IDA)","K. RAJASHEKAR BASAVARAJ HITNAL (2024-2029)","Elected MP","18-Nov-2025","EE PWD BLY","Payment Success","1077880"
"20284","Karnataka","Construction of community centers and community halls","WS/MP18089/2025-2026/154775","BALLARI(DEPUTY COMMISSIONER BELLARY_IDA)","K. RAJASHEKAR BASAVARAJ HITNAL (2024-2029)","Elected MP","07-Feb-2026","EE PWD BLY","Payment Success","791284"
"20285","Karnataka","Construction of community centers and community halls","WS/MP18089/2025-2026/154775","BALLARI(DEPUTY COMMISSIONER BELLARY_IDA)","K. RAJASHEKAR BASAVARAJ HITNAL (2024-2029)","Elected MP","24-Apr-2026","EE PWD BLY","Payment Success","582045"
"20286","Odisha","Construction of rooms and halls in school and colleges","WS/MP372/2025-2026/257881","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Shri Bhartruhari Mahtab (2024-2029)","Elected MP","08-Jul-2026","CHINAMAYA KUMAR MOHARANA","Payment Success","500000"
"20287","Odisha","Construction of public irrigation facilities","WS/MP18144/2025-2026/194828","KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA)","MALVIKA DEVI (2024-2029)","Elected MP","14-Nov-2025","TRIGARTA SAHU","Payment Success","300000"
"20288","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP453/2024-2025/152808","RAYAGADA(DISTRICT COLLECTOR RAYAGADA_IDA)","Saptagiri Sankar Ulaka (2024-2029)","Elected MP","18-Nov-2025","Swagatika Chhualsingh","Payment Success","300000"
"20289","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18169/2025-2026/254549","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","MAHIMA KUMARI MEWAR (2024-2029)","Elected MP","24-Feb-2026","ROYAL BRICKS AND CONSTRUCTION","Payment Success","119051"
"20290","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18169/2025-2026/260272","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","MAHIMA KUMARI MEWAR (2024-2029)","Elected MP","11-Feb-2026","ROYAL BRICKS AND CONSTRUCTION","Payment Success","428989"
"20291","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18169/2025-2026/260272","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","MAHIMA KUMARI MEWAR (2024-2029)","Elected MP","05-Mar-2026","ROYAL BRICKS AND CONSTRUCTION","Payment Success","68709"
"20292","Rajasthan","Construction of common work sheds/ common covered sitting area","WS/MP18169/2025-2026/229596","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","MAHIMA KUMARI MEWAR (2024-2029)","Elected MP","01-Dec-2025","ROYAL BRICKS AND CONSTRUCTION","Payment Success","469270"
"20293","Rajasthan","Construction of common work sheds/ common covered sitting area","WS/MP18169/2025-2026/229596","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","MAHIMA KUMARI MEWAR (2024-2029)","Elected MP","23-Dec-2025","ROYAL BRICKS AND CONSTRUCTION","Payment Success","121139"
"20294","Rajasthan","Construction of common work sheds/ common covered sitting area","WS/MP18169/2025-2026/182708","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","MAHIMA KUMARI MEWAR (2024-2029)","Elected MP","17-Feb-2026","ROYAL BRICKS AND CONSTRUCTION","Payment Success","805935"
"20295","Rajasthan","Construction of common work sheds/ common covered sitting area","WS/MP18169/2025-2026/182708","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","MAHIMA KUMARI MEWAR (2024-2029)","Elected MP","15-May-2026","ROYAL BRICKS AND CONSTRUCTION","Payment Success","194065"
"20296","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18169/2025-2026/254550","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","MAHIMA KUMARI MEWAR (2024-2029)","Elected MP","20-Jan-2026","ROYAL BRICKS AND CONSTRUCTION","Payment Success","377082"
