"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"101","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/214320","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","23-Jul-2026","Ajay Kumar Singh","Payment In-Progress","18044"
"102","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/214253","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","23-Jul-2026","Ajay Kumar Singh","Payment In-Progress","18044"
"103","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/214115","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","23-Jul-2026","Ajay Kumar Singh","Payment In-Progress","18044"
"104","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/214202","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","23-Jul-2026","Ajay Kumar Singh","Payment In-Progress","18044"
"105","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/214174","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","23-Jul-2026","Ajay Kumar Singh","Payment In-Progress","18044"
"106","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/214196","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","23-Jul-2026","Ajay Kumar Singh","Payment In-Progress","18044"
"107","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/214195","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","23-Jul-2026","Ajay Kumar Singh","Payment In-Progress","18044"
"108","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/214193","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","23-Jul-2026","Ajay Kumar Singh","Payment In-Progress","18044"
"109","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/214190","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","23-Jul-2026","Ajay Kumar Singh","Payment In-Progress","18044"
"110","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/182263","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"111","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/182264","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"112","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/172029","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"113","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184472","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"114","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/183845","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"115","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184031","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"116","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184234","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"117","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/183819","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","18-Aug-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"118","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184028","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","18-Aug-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"119","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184239","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"120","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184088","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"121","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184034","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"122","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184243","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","23-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"123","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184254","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","23-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"124","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184282","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","23-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"125","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184280","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","23-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"126","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184279","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","23-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"127","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184266","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","23-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"128","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184264","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","23-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"129","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184255","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","23-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"130","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184305","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","23-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"131","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184334","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"132","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184332","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"133","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184330","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"134","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184328","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"135","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184338","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"136","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184316","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"137","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184319","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"138","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184543","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"139","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/171411","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","21-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"140","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/171412","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","18-Aug-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"141","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/171420","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","21-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"142","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184342","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"143","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184343","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"144","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/214009","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","23-Jul-2026","Ajay Kumar Singh","Payment In-Progress","18044"
"145","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/214010","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","23-Jul-2026","Ajay Kumar Singh","Payment In-Progress","18044"
"146","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/214058","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","23-Jul-2026","Ajay Kumar Singh","Payment In-Progress","18044"
"147","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/214059","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","23-Jul-2026","Ajay Kumar Singh","Payment In-Progress","18044"
"148","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/214060","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","23-Jul-2026","Ajay Kumar Singh","Payment In-Progress","18044"
"149","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/214061","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","23-Jul-2026","Ajay Kumar Singh","Payment In-Progress","18044"
"150","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/214103","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","23-Jul-2026","Ajay Kumar Singh","Payment In-Progress","18044"
"151","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/214104","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","23-Jul-2026","Ajay Kumar Singh","Payment In-Progress","18044"
"152","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/214105","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","23-Jul-2026","Ajay Kumar Singh","Payment In-Progress","18044"
"153","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/214106","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","23-Jul-2026","Ajay Kumar Singh","Payment In-Progress","18044"
"154","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/214001","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","23-Jul-2026","Ajay Kumar Singh","Payment In-Progress","18044"
"155","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/214002","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","23-Jul-2026","Ajay Kumar Singh","Payment In-Progress","18044"
"156","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/214003","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","23-Jul-2026","Ajay Kumar Singh","Payment In-Progress","18044"
"157","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/214004","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","23-Jul-2026","Ajay Kumar Singh","Payment In-Progress","18044"
"158","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/214008","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","23-Jul-2026","Ajay Kumar Singh","Payment In-Progress","18044"
"159","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/171497","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","21-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"160","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/171499","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","21-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"161","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/171501","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","21-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"162","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/171502","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","21-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"163","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/171510","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","21-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"164","Punjab","Installation of multi-gym equipment","WS/MP18155/2025-2026/247632","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","DR. RAJ KUMAR CHABBEWAL (2024-2029)","Elected MP","21-Aug-2026","Ms Krishan Kumar Bko","Payment In-Progress","45000"
"165","Telangana","Lighting of public spaces","WS/MP18192/2026-2027/277613","JOGULAMBA GADWAL(DISTRICT COLLECTOR JOGULAMBA GADWAL_IDA)","DR.MALLU RAVI (2024-2029)","Elected MP","21-Aug-2026","B Thirupathi Reddy","Payment In-Progress","199529"
"166","Bihar","Installing tube-wells and borewells","WS/MP561/2025-2026/240284","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Ravi Shankar Prasad (2024-2029)","Elected MP","21-Aug-2026","ASSISTANT ENGINEER BAKHTIYAPUR","Payment In-Progress","207553"
"167","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP380/2025-2026/243217","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","Shri Amar Singh (2024-2029)","Elected MP","21-Aug-2026","G R Enterprices","Payment In-Progress","136045"
"168","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP380/2025-2026/243217","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","Shri Amar Singh (2024-2029)","Elected MP","21-Aug-2026","VIKRANT CEMENT STORE","Payment In-Progress","47700"
"169","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP380/2025-2026/243217","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","Shri Amar Singh (2024-2029)","Elected MP","21-Aug-2026","VIKRANT CEMENT STORE","Payment In-Progress","24520"
"170","Punjab","Purchase of hospital equipment","WS/MP18314/2026-2027/273533","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER (2024-2029)","Elected MP","17-Aug-2026","Medica Enterprises","Payment In-Progress","2092800"
"171","Kerala","Lighting of public spaces","WS/MP18097/2025-2026/188446","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","SHAFI PARAMBIL (2024-2029)","Elected MP","20-Aug-2026","ALLUMINA ELECTRONICS","Payment In-Progress","191706"
"172","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP819/2026-2027/267363","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Smt Hema Malini (2024-2029)","Elected MP","22-Aug-2026","JAY MAHAVEER INFRAVENTURE PRIVATE LIMITED","Payment In-Progress","513621"
"173","West Bengal","Construction of stadiums","WS/MP18272/2026-2027/222318","Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA)","KALIPADA SAREN (2024-2029)","Elected MP","17-Aug-2026","RAJAT SUBHRA MANDAL","Payment In-Progress","4881631"
"174","Jharkhand","Providing supply pipelines for drinking water","WS/MP18072/2026-2027/277328","DHANBAD(DEPUTY COMMISSIONER DHANBAD_IDA)","DULU MAHATO (2024-2029)","Elected MP","17-Aug-2026","BIRENDRA KUMAR MAHATO","Payment In-Progress","600000"
"175","Jharkhand","Providing drains and gutters for public drainage","WS/MP18072/2026-2027/257911","DHANBAD(DEPUTY COMMISSIONER DHANBAD_IDA)","DULU MAHATO (2024-2029)","Elected MP","17-Aug-2026","BIRENDRA KUMAR MAHATO","Payment In-Progress","200000"
"176","Punjab","Purchase of mobile water tankers","WS/MP18311/2026-2027/287163","S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA)","MALVINDER SINGH KANG (2024-2029)","Elected MP","10-Aug-2026","DASHMESH ENGG WORKS","Payment In-Progress","350000"
"177","Punjab","Construction of additional rooms and halls in the existing public and community building","WS/MP18314/2025-2026/256967","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER (2024-2029)","Elected MP","22-Aug-2026","Dhanaula BKO","Payment In-Progress","6560"
"178","Punjab","Construction of additional rooms and halls in the existing public and community building","WS/MP18314/2025-2026/256967","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER (2024-2029)","Elected MP","22-Aug-2026","Sidhu Cement Store Fatehgarh Channa","Payment In-Progress","44630"
"179","Punjab","Construction of additional rooms and halls in the existing public and community building","WS/MP18314/2025-2026/256967","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER (2024-2029)","Elected MP","22-Aug-2026","Sidhu Cement Store Fatehgarh Channa","Payment In-Progress","17920"
"180","Tamil Nadu","Lighting of public spaces","WS/MP18179/2025-2026/245344","THANJAVUR(DISTRICT COLLECTOR THANJAVUR_IDA)","SUDHA R (2024-2029)","Elected MP","06-Aug-2026","SRI SAI ENTERPRISES","Payment In-Progress","900000"
"181","Tamil Nadu","Lighting of public spaces","WS/MP18179/2025-2026/245326","THANJAVUR(DISTRICT COLLECTOR THANJAVUR_IDA)","SUDHA R (2024-2029)","Elected MP","06-Aug-2026","SRI SAI ENTERPRISES","Payment In-Progress","900000"
"182","Tamil Nadu","Purchase of books and periodicals for libraries/digitization of library books","WS/MP746/2025-2026/212906","RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA)","Kani K Navas (2024-2029)","Elected MP","01-Apr-2026","Nava India Pathipagam","Payment In-Progress","500000"
"183","Tamil Nadu","Street lights","WS/MP18177/2025-2026/156784","TIRUPPUR(DISTRICT COLLECTOR TIRUPPUR_IDA)","K E PRAKASH (2024-2029)","Elected MP","16-Apr-2026","QUALITTY ENTERPRISES","Payment In-Progress","400000"
"184","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP561/2026-2027/267051","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Ravi Shankar Prasad (2024-2029)","Elected MP","18-Aug-2026","ASSISTANT ENGINEER DIGHA","Payment In-Progress","994500"
"185","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/171468","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","21-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"186","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/171469","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","21-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"187","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/171470","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","21-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"188","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/171451","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","21-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"189","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184339","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"190","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/171466","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","21-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"191","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/171467","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","BABU SINGH KUSHWAHA (2024-2029)","Elected MP","21-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
